observation_id,source_url,evidence_url,provenance,review_status,export_present,content_kind,marketing_target,published_at,published_at_source,publication_date,publication_date_status,media_only,has_media,direct_course_promotion,campaign_ids,activity_start,activity_end,activity_date_basis,summary,products,advertised_prices_rub,marketing_cost_rub,text_sha256,links
postypashki_old:1830,https://t.me/postypashki_old/1830,,real_public,marketing_fields_reviewed,True,educational_content,brand,2026-08-05T16:03:53+00:00,2026-08-05T19:03:53+03:00,2026-08-05,explicit_html_timestamp,False,False,False,[],,,,Советы по профессиональному рейтингу и нетворкингу.,[],[],,31d7e6a31fb7a1d81cd4f66e42a3f5dfff7de047a22446eb4cd17579c7f881fc,
postypashki_old:1831,https://t.me/postypashki_old/1831,,real_public,marketing_fields_reviewed,True,video_content,brand,2026-08-06T16:23:59+00:00,2026-08-06T19:23:59+03:00,2026-08-06,explicit_html_timestamp,False,False,False,[],,,,Ролик о пет-проектах ML-инженера.,[],[],,75431e843a6ade1f0f80c25eb9082f8fe3e0d200f4d6693ba2db8472aa392a4a,
postypashki_old:1833,https://t.me/postypashki_old/1833,,real_public,marketing_fields_reviewed,True,course_demo,own_product,2026-08-07T14:22:16+00:00,2026-08-07T17:22:16+03:00,2026-08-07,explicit_html_timestamp,False,False,False,[],,,,Открытая запись mock-собеседования с Алгоритмов СТАРТ; ссылка на курс.,[],[],,fe90dbc490f2fd1073f05696b2bf077d325a00df85d3671ab013bfb2b3ff5ebd,
postypashki_old:1834,https://t.me/postypashki_old/1834,,real_public,marketing_fields_reviewed,True,third_party_promotion,third_party,2026-08-08T06:05:37+00:00,2026-08-08T09:05:37+03:00,2026-08-08,explicit_html_timestamp,False,True,False,[],,,,Магистратура РУДН и Wildberries; скидка 10% до 13 августа; реклама стороннего продукта.,[],[],,2d6a5f006a5a337a41d426e8d795791be8c04eedaaf4ac8384de3c664fbecc98,
postypashki_old:1835,https://t.me/postypashki_old/1835,,real_public,content_reviewed,False,sale,own_product,,,,not_obtained,,,,"[""start_sale_august""]",2026-08-08,2026-08-09,day_month_from_post_1835; year_corroborated_by_dated_replies_1836_1838,Промо курсов СТАРТ: отдельный курс и комплект с алгоритмами.,"[""Аналитика старт"", ""Алгоритмы старт"", ""Backend старт"", ""ML старт""]","[""6490"", ""9990""]",,,
postypashki_old:1836,https://t.me/postypashki_old/1836,,real_public,marketing_fields_reviewed,True,sale_reminder,own_product,2026-08-09T10:32:11+00:00,2026-08-09T13:32:11+03:00,2026-08-09,explicit_html_timestamp,False,True,True,"[""start_sale_august""]",2026-08-08,2026-08-09,dated_HTML_publication_and_explicit_end_of_day; linked_original_sale_1835,Дайджест вакансий и предложение СТАРТ со скидкой 55% до конца 9 августа.,[],[],,256edf2983acccbf4c23fe151ecd6c59b408b473a4ad24c72fd9cf08d6365965,
postypashki_old:1837,https://t.me/postypashki_old/1837,,real_public,marketing_fields_reviewed,True,sale_reminder,own_product,2026-08-09T15:35:40+00:00,2026-08-09T18:35:40+03:00,2026-08-09,explicit_html_timestamp,False,True,True,"[""start_sale_august""]",2026-08-08,2026-08-09,dated_HTML_publication_and_explicit_end_of_day; linked_original_sale_1835,Гайд по зарубежным стажировкам и напоминание о последних часах распродажи СТАРТ.,[],[],,ca50b9322487ab61ff1e9651b94e20354d72ac3526b83066f3cb89c0471bdb08,
postypashki_old:1838,https://t.me/postypashki_old/1838,,real_public,marketing_fields_reviewed,True,sale_extension,own_product,2026-08-10T13:26:59+00:00,2026-08-10T16:26:59+03:00,2026-08-10,explicit_html_timestamp,False,False,True,"[""start_sale_august""]",2026-08-08,2026-08-10,dated_HTML_publication_and_explicit_end_of_day; linked_original_sale_1835,Распродажу СТАРТ продлевают до конца 10 августа; отзыв ученицы.,[],[],,3d2a76b1a5a33a672673a9008cc546b4da6894036b61622f6a5561f3192b99f9,
postypashki_old:1839,https://t.me/postypashki_old/1839,,real_public,media_metadata_only,True,media_only,unknown,2026-08-10T13:26:59+00:00,2026-08-10T16:26:59+03:00,2026-08-10,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1840,https://t.me/postypashki_old/1840,,real_public,marketing_fields_reviewed,True,sale_reminder,own_product,2026-08-10T17:33:06+00:00,2026-08-10T20:33:06+03:00,2026-08-10,explicit_html_timestamp,False,False,True,"[""start_sale_august""]",2026-08-08,2026-08-10,dated_HTML_publication_and_explicit_end_of_day; linked_original_sale_1835,История ученицы и напоминание о последних четырёх часах скидки СТАРТ.,[],[],,7d7e9a28928137ed1dc6d6d5cf5049f9b2b3fccb44ff3836581c27876ef6240d,
postypashki_old:1841,https://t.me/postypashki_old/1841,,real_public,media_metadata_only,True,media_only,unknown,2026-08-10T17:33:06+00:00,2026-08-10T20:33:06+03:00,2026-08-10,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1843,https://t.me/postypashki_old/1843,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-11T15:50:13+00:00,2026-08-11T18:50:13+03:00,2026-08-11,explicit_html_timestamp,False,False,True,[],,,,"Советы по поиску работы и предложение карьерного блока, базы рефералов на ПРО.",[],[],,b52ceae60cf0f4dd0cb1861c9545b50252f6f41c86d8779dc78d3c59dc984169,
postypashki_old:1844,https://t.me/postypashki_old/1844,,real_public,marketing_fields_reviewed,True,course_related_content,own_product,2026-08-12T16:05:42+00:00,2026-08-12T19:05:42+03:00,2026-08-12,explicit_html_timestamp,False,True,False,[],,,,Гайд по аналитическим собеседованиям на опыте выпускницы Аналитики ПРО.,[],[],,e559f8a457f485da1ab890bc6913272f2629658d493384b2447a1f8e5ff0423a,
postypashki_old:1845,https://t.me/postypashki_old/1845,,real_public,marketing_fields_reviewed,True,third_party_promotion,third_party,2026-08-13T07:05:42+00:00,2026-08-13T10:05:42+03:00,2026-08-13,explicit_html_timestamp,False,True,False,[],,,,"Приглашение на E-CUP Ozon, регистрация до 30 августа; призовой фонд не является рекламным расходом.",[],[],,c311a3ccb922c3d681717f0429e1a162c484b296f5e82a0cc6802119e3ce52c9,
postypashki_old:1846,https://t.me/postypashki_old/1846,,real_public,marketing_fields_reviewed,True,student_story,brand,2026-08-13T14:33:44+00:00,2026-08-13T17:33:44+03:00,2026-08-13,explicit_html_timestamp,False,True,False,[],,,,"Интервью с учеником, поступившим в ШАД.",[],[],,372e63c6a0c44243cd03207a4501ca3bec3a7a5828bb79758a486424473b5afe,
postypashki_old:1847,https://t.me/postypashki_old/1847,,real_public,marketing_fields_reviewed,True,third_party_promotion,third_party,2026-08-14T09:41:15+00:00,2026-08-14T12:41:15+03:00,2026-08-14,explicit_html_timestamp,False,True,False,[],,,,Бесплатные олимпиадные кружки Яндекса; рекламная метка в ссылке.,[],[],,252a9b9a69463264524f0a7555d048a21eda283fefa41ac37f979d19747dc607,
postypashki_old:1848,https://t.me/postypashki_old/1848,,real_public,marketing_fields_reviewed,True,course_related_content,own_product,2026-08-14T16:52:44+00:00,2026-08-14T19:52:44+03:00,2026-08-14,explicit_html_timestamp,False,False,False,[],,,,Обзор работы в VK с историей студентов и ссылкой на карьерные курсы.,[],[],,7bbc5903ea8c6fa6bce7facfd0a4b7262c02c5c516322e287ca6e4963c72668e,
postypashki_old:1849,https://t.me/postypashki_old/1849,,real_public,marketing_fields_reviewed,True,content,brand,2026-08-16T09:20:46+00:00,2026-08-16T12:20:46+03:00,2026-08-16,explicit_html_timestamp,False,True,False,[],,,,История о проверке опыта кандидата при найме.,[],[],,2cb2d1bcd2f94653eea5fcadb3e72878f6dbc17912a94d34b7160e278c5ae787,
postypashki_old:1850,https://t.me/postypashki_old/1850,,real_public,media_metadata_only,True,media_only,unknown,2026-08-16T09:20:46+00:00,2026-08-16T12:20:46+03:00,2026-08-16,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1851,https://t.me/postypashki_old/1851,,real_public,media_metadata_only,True,media_only,unknown,2026-08-16T09:20:46+00:00,2026-08-16T12:20:46+03:00,2026-08-16,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1852,https://t.me/postypashki_old/1852,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-16T16:39:39+00:00,2026-08-16T19:39:39+03:00,2026-08-16,explicit_html_timestamp,False,False,True,[],,,,Гайд по LinkedIn с приглашением изучать карьеру за рубежом на ПРО.,[],[],,deb57699f0e55d1019b9a03ef8b79c011849e3a1293d0faf882ef9a662dac3f7,
postypashki_old:1853,https://t.me/postypashki_old/1853,,real_public,marketing_fields_reviewed,True,third_party_promotion,third_party,2026-08-17T07:00:23+00:00,2026-08-17T10:00:23+03:00,2026-08-17,explicit_html_timestamp,False,True,False,[],,,,Чемпионат МТС True Tech Champ; призовые суммы не являются рекламными расходами.,[],[],,9e6be4dd5d0efcf08bc1e0f0ee8c4ef5c0336be64e003ee397b270b18375f115,
postypashki_old:1854,https://t.me/postypashki_old/1854,,real_public,marketing_fields_reviewed,True,course_related_content,own_product,2026-08-17T16:05:47+00:00,2026-08-17T19:05:47+03:00,2026-08-17,explicit_html_timestamp,False,True,False,[],,,,Гайд по собеседованиям аналитика Ozon и ссылка на карьерные курсы.,[],[],,fb197459a4da0d76bac9ce64d43cb258ac34ce49b70dd11e282f4cc0624b1c03,
postypashki_old:1855,https://t.me/postypashki_old/1855,,real_public,marketing_fields_reviewed,True,student_story,brand,2026-08-18T16:05:48+00:00,2026-08-18T19:05:48+03:00,2026-08-18,explicit_html_timestamp,False,False,False,[],,,,Видео об опыте ученика с получением офферов.,[],[],,ba7878b8b7a555b4d3bca90c44fe0a85b070ccc0335b2a217b4cbe794bc6f54c,
postypashki_old:1856,https://t.me/postypashki_old/1856,,real_public,marketing_fields_reviewed,True,course_related_content,own_product,2026-08-19T15:58:14+00:00,2026-08-19T18:58:14+03:00,2026-08-19,explicit_html_timestamp,False,False,False,[],,,,Опыт выпускника на собеседованиях в HFT-фонд; ссылки на курсы и открытую базу.,[],[],,7bcffe961ed0d43e60e1177a61f44ba8b415ee725751cb9ad3839ffb021c0bff,
postypashki_old:1857,https://t.me/postypashki_old/1857,,real_public,marketing_fields_reviewed,True,course_related_content,own_product,2026-08-20T16:11:50+00:00,2026-08-20T19:11:50+03:00,2026-08-20,explicit_html_timestamp,False,True,False,[],,,,Подборка стажировок со ссылками на сайт и карьерные курсы.,[],[],,4de5154441ab1fe84eb52b4d87b55dc91e7272cf71fb28f542d0835247edcc58,
postypashki_old:1859,https://t.me/postypashki_old/1859,,real_public,marketing_fields_reviewed,True,course_launch,own_product,2026-08-22T10:19:48+00:00,2026-08-22T13:19:48+03:00,2026-08-22,explicit_html_timestamp,False,True,True,"[""pro_launch_aug22""]",2026-08-22,,launch_announcement_timestamp; course_start_date_not_stated,Анонс пяти направлений ПРО и курса о работе за рубежом в подарок; цена не указана.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,8d2c16aa1beebecbc668d4c2d364990483a322da6343b6e82a3ab154710e0cb4,
postypashki_old:1860,https://t.me/postypashki_old/1860,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-23T08:51:41+00:00,2026-08-23T11:51:41+03:00,2026-08-23,explicit_html_timestamp,False,False,True,"[""pro_launch_aug22""]",,,,Обзор рынка с предложением ПРО и нового курса ИИ-агенты ПРО.,[],[],,d36bdb07b1e1c3c0d6cc1dfa67052b134e4bf1b3d4b3f0c29254340d380587f9,
postypashki_old:1861,https://t.me/postypashki_old/1861,,real_public,media_metadata_only,True,media_only,unknown,2026-08-23T08:51:51+00:00,2026-08-23T11:51:51+03:00,2026-08-23,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1863,https://t.me/postypashki_old/1863,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-23T16:20:03+00:00,2026-08-23T19:20:03+03:00,2026-08-23,explicit_html_timestamp,False,True,True,"[""pro_launch_aug22""]",,,,Разбор собеседований Go-разработчика Авито с приглашением на Backend ПРО.,[],[],,27b355712216e7d83d827523f4d750355754ac6490bf8e29dd9f20b9c9f90d90,
postypashki_old:1864,https://t.me/postypashki_old/1864,,real_public,media_metadata_only,True,media_only,unknown,2026-08-23T16:20:12+00:00,2026-08-23T19:20:12+03:00,2026-08-23,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1865,https://t.me/postypashki_old/1865,,real_public,marketing_fields_reviewed,True,video_content,brand,2026-08-24T15:10:23+00:00,2026-08-24T18:10:23+03:00,2026-08-24,explicit_html_timestamp,False,False,False,[],,,,Ролик о пет-проектах аналитика.,[],[],,8d6e519cd4a005419e1a1da645ed7c53e6f935b8d7aecccb0a4b6ee61ba3cece,
postypashki_old:1866,https://t.me/postypashki_old/1866,,real_public,marketing_fields_reviewed,True,student_story,brand,2026-08-25T13:51:47+00:00,2026-08-25T16:51:47+03:00,2026-08-25,explicit_html_timestamp,False,True,False,[],,,,"Интервью с учеником, поступившим в ШАД.",[],[],,93f3812d1396506dfa331dc0e871f2c505f9511d9db614c61312714b7dea9e7b,
postypashki_old:1867,https://t.me/postypashki_old/1867,,real_public,media_metadata_only,True,media_only,unknown,2026-08-25T13:51:48+00:00,2026-08-25T16:51:48+03:00,2026-08-25,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1868,https://t.me/postypashki_old/1868,,real_public,marketing_fields_reviewed,True,third_party_promotion,third_party,2026-08-26T14:53:48+00:00,2026-08-26T17:53:48+03:00,2026-08-26,explicit_html_timestamp,False,True,False,[],,,,Акция ggsel на программное обеспечение до 13 сентября; сторонний продукт.,[],[],,3cb8fa7c911b1544b89d3c3fbe8c61d6b8143eee71bac923ffbaace9ee421e07,
postypashki_old:1869,https://t.me/postypashki_old/1869,,real_public,marketing_fields_reviewed,True,educational_content,brand,2026-08-26T18:05:58+00:00,2026-08-26T21:05:58+03:00,2026-08-26,explicit_html_timestamp,False,False,False,[],,,,Гайд по ML-собеседованиям Яндекса.,[],[],,e2f2446a96b73da2feb4ea902957a7de31080afcd5078748624f9d13ef9b2e9b,
postypashki_old:1870,https://t.me/postypashki_old/1870,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-28T16:05:59+00:00,2026-08-28T19:05:59+03:00,2026-08-28,explicit_html_timestamp,False,False,True,"[""tbank_selection"", ""yandex_selection""]",,,,"Дайджест отборов: разборы Т-Банка, Яндекса и Авито на курсах; дедлайн Т-Банка 6 сентября.",[],[],,d26414f731fbaca8f31b6e5269fb5db4c14d641c6b79dc388707d0fefa58f9d5,
postypashki_old:1872,https://t.me/postypashki_old/1872,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-29T18:58:58+00:00,2026-08-29T21:58:58+03:00,2026-08-29,explicit_html_timestamp,False,True,True,"[""tbank_selection"", ""yandex_selection""]",,,,Новый контест Яндекса и приглашение на пять направлений ПРО с разборами отборов.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,664a08f9eb259e3a3d67c1e24cc477dd4c6d99a55dc7900d076d5b6c7e04e72b,
postypashki_old:1874,https://t.me/postypashki_old/1874,,real_public,marketing_fields_reviewed,True,webinar_promotion,own_product,2026-08-30T13:26:37+00:00,2026-08-30T16:26:37+03:00,2026-08-30,explicit_html_timestamp,False,False,True,"[""ai_webinar""]",,,,Запись AI-вебинара с обещанием промокода; его размер и срок не указаны.,"[""AI агенты""]",[],,4c45dd78826502940cb5aabad0909ca8f43f19b982032532ce0667c60f493695,
postypashki_old:1875,https://t.me/postypashki_old/1875,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-08-31T14:11:02+00:00,2026-08-31T17:11:02+03:00,2026-08-31,explicit_html_timestamp,False,True,True,"[""tbank_selection""]",,,,Разбор отбора Т-Банка как преимущество ПРО; приглашение записаться через менеджера.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,46e8b5f3f05e115e064633b3478f92e9d1db7b8c8f16744ae2e2ee09b44d0e84,
postypashki_old:1876,https://t.me/postypashki_old/1876,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-09-01T17:40:56+00:00,2026-09-01T20:40:56+03:00,2026-09-01,explicit_html_timestamp,False,False,True,"[""tbank_selection""]",,,,План учебного года с предложением ПРО для подготовки к отборам.,[],[],,6e73c0691d63a7c2d4a886836bfcdf4ec8837feb4620df37ef99038bc2bc644a,
postypashki_old:1877,https://t.me/postypashki_old/1877,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-09-02T16:06:05+00:00,2026-09-02T19:06:05+03:00,2026-09-02,explicit_html_timestamp,False,False,True,"[""tbank_selection""]",,,,Приглашение на ПРО для отбора Т-Банка; дедлайн 6 сентября.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,7384ba2e1593be8c6c51367d12c19a187f745eab7401a68eaa5c3f837331f1d0,
postypashki_old:1878,https://t.me/postypashki_old/1878,,real_public,marketing_fields_reviewed,True,deadline_reminder,own_product,2026-09-03T16:06:06+00:00,2026-09-03T19:06:06+03:00,2026-09-03,explicit_html_timestamp,False,False,True,"[""tbank_selection""]",,,,Напоминание о дедлайне Т-Банка 6 сентября и предложение ПРО с разборами экзаменов.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,0779d66737cf0be7827a1ef0c7e0d1e16425e934c0841e5624156977403f721a,
postypashki_old:1880,https://t.me/postypashki_old/1880,,real_public,marketing_fields_reviewed,True,deadline_reminder,own_product,2026-09-06T09:06:06+00:00,2026-09-06T12:06:06+03:00,2026-09-06,explicit_html_timestamp,False,False,True,"[""tbank_selection""]",,,,Последние 12 часов отбора Т-Банка и приглашение на ПРО.,"[""Аналитика про"", ""Алгоритмы про"", ""Backend про"", ""ML про"", ""AI агенты""]",[],,c9733befe574a93891f4578ea53136f13aeacd33a7788caa5eea4b1d9c690f8a,
postypashki_old:1881,https://t.me/postypashki_old/1881,,real_public,marketing_fields_reviewed,True,lead_magnet,own_audience,2026-09-06T12:06:08+00:00,2026-09-06T15:06:08+03:00,2026-09-06,explicit_html_timestamp,False,True,False,"[""tbank_selection""]",,,,Разбор экзамена Т-Банка за подписку и комментарий в Instagram.,[],[],,2627ca4879565ad83b33a78ed2dd248b4a2b5730f9bd8995c227b22cb7b898b5,
postypashki_old:1882,https://t.me/postypashki_old/1882,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-09-06T15:04:47+00:00,2026-09-06T18:04:47+03:00,2026-09-06,explicit_html_timestamp,False,False,True,"[""tbank_selection"", ""yandex_selection""]",,,,Стажировки разработчиков; разбор Т-Банка на ПРО и напоминание о дедлайне сегодня.,[],[],,2a10ab7ee50da2be3ce0df28d495ece367184c05bdc363bc6fe580f78010a1f0,
postypashki_old:1883,https://t.me/postypashki_old/1883,,real_public,media_metadata_only,True,media_only,unknown,2026-09-06T17:44:11+00:00,2026-09-06T20:44:11+03:00,2026-09-06,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1884,https://t.me/postypashki_old/1884,,real_public,media_metadata_only,True,media_only,unknown,2026-09-06T17:44:11+00:00,2026-09-06T20:44:11+03:00,2026-09-06,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1885,https://t.me/postypashki_old/1885,,real_public,marketing_fields_reviewed,True,course_promotion,own_product,2026-09-06T17:44:11+00:00,2026-09-06T20:44:11+03:00,2026-09-06,explicit_html_timestamp,False,True,True,"[""tbank_selection""]",,,,Гайды по собеседованиям Т-Банка и приглашение на ПРО за дополнительными материалами.,[],[],,5c69c1f7d2c58f6cfee3ff86e11be656ad7a6fefb4c1901b125c0964ffbf9ee1,
postypashki_old:1886,https://t.me/postypashki_old/1886,,real_public,media_metadata_only,True,media_only,unknown,2026-09-06T17:44:24+00:00,2026-09-06T20:44:24+03:00,2026-09-06,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1887,https://t.me/postypashki_old/1887,,real_public,marketing_fields_reviewed,True,free_event,own_audience,2026-09-07T10:47:40+00:00,2026-09-07T13:47:40+03:00,2026-09-07,explicit_html_timestamp,False,True,False,"[""free_week""]",2026-09-07,2026-09-13,explicit_range_in_post_1887_with_HTML_publication_year,"Анонс бесплатной недели Аналитика вне SQL 7-13 сентября, первое занятие 7 сентября в 19:00.","[""Аналитика""]",[],,977d8b09e5a7a504a731d0de2e77219f9b19b687c1bdd8682fa83b5e0ce07299,
postypashki_old:1888,https://t.me/postypashki_old/1888,,real_public,media_metadata_only,True,media_only,unknown,2026-09-07T10:47:40+00:00,2026-09-07T13:47:40+03:00,2026-09-07,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1889,https://t.me/postypashki_old/1889,,real_public,media_metadata_only,True,media_only,unknown,2026-09-07T10:47:40+00:00,2026-09-07T13:47:40+03:00,2026-09-07,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
postypashki_old:1890,https://t.me/postypashki_old/1890,,real_public,media_metadata_only,True,media_only,unknown,2026-09-07T10:47:40+00:00,2026-09-07T13:47:40+03:00,2026-09-07,explicit_html_timestamp,True,True,False,[],,,,Медиасообщение без подписи; содержимое медиа не выгружено.,[],[],,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
