metric,split,model,train_days,origin,train_end,test_end,actual_total,forecast_total,residual_total,absolute_total_error,daily_absolute_error_sum,daily_squared_error_sum,total_ape_pct
orders,range_history,mean_all,27,2026-08-31,2026-08-30,2026-09-06,201,100.33333333333334,100.66666666666666,100.66666666666666,100.66666666666666,2429.111111111111,50.082918739635154
orders,range_history,mean_all,28,2026-09-01,2026-08-31,2026-09-07,199,101.5,97.5,97.5,97.5,2381.75,48.99497487437186
orders,range_history,mean_all,29,2026-09-02,2026-09-01,2026-09-08,186,102.58620689655172,83.41379310344828,83.41379310344828,100.72413793103448,2407.694411414982,44.84612532443456
orders,range_history,mean_all,30,2026-09-03,2026-09-02,2026-09-09,179,104.53333333333333,74.46666666666667,74.46666666666667,92.33333333333333,2297.8977777777777,41.60148975791434
orders,range_history,mean_all,31,2026-09-04,2026-09-03,2026-09-10,160,105.67741935483872,54.32258064516128,54.32258064516128,100.70967741935485,2448.4203954214363,33.9516129032258
orders,range_history,seasonal7,14,2026-08-18,2026-08-17,2026-08-24,104,57,47,47,95,2015,45.19230769230769
orders,range_history,seasonal7,15,2026-08-19,2026-08-18,2026-08-25,113,51,62,62,98,2060,54.86725663716814
orders,range_history,seasonal7,16,2026-08-20,2026-08-19,2026-08-26,117,42,75,75,93,1995,64.1025641025641
orders,range_history,seasonal7,17,2026-08-21,2026-08-20,2026-08-27,121,39,82,82,94,2002,67.76859504132231
orders,range_history,seasonal7,18,2026-08-22,2026-08-21,2026-08-28,124,33,91,91,91,1975,73.38709677419355
orders,range_history,seasonal7,19,2026-08-23,2026-08-22,2026-08-29,108,54,54,54,86,1790,50.0
orders,range_history,seasonal7,20,2026-08-24,2026-08-23,2026-08-30,88,88,0,0,72,1034,0.0
orders,range_history,seasonal7,21,2026-08-25,2026-08-24,2026-08-31,88,104,-16,16,56,778,18.181818181818183
orders,range_history,seasonal7,22,2026-08-26,2026-08-25,2026-09-01,92,113,-21,21,51,713,22.82608695652174
orders,range_history,seasonal7,23,2026-08-27,2026-08-26,2026-09-02,106,117,-11,11,61,893,10.377358490566039
orders,range_history,seasonal7,24,2026-08-28,2026-08-27,2026-09-03,116,121,-5,5,67,977,4.310344827586207
orders,range_history,seasonal7,25,2026-08-29,2026-08-28,2026-09-04,136,124,12,12,84,1368,8.823529411764707
orders,range_history,seasonal7,26,2026-08-30,2026-08-29,2026-09-05,175,108,67,67,107,2633,38.285714285714285
orders,range_history,seasonal7,27,2026-08-31,2026-08-30,2026-09-06,201,88,113,113,113,2909,56.21890547263681
orders,range_history,seasonal7,28,2026-09-01,2026-08-31,2026-09-07,199,88,111,111,115,2913,55.778894472361806
orders,range_history,seasonal7,29,2026-09-02,2026-09-01,2026-09-08,186,92,94,94,124,3066,50.53763440860215
orders,range_history,seasonal7,30,2026-09-03,2026-09-02,2026-09-09,179,106,73,73,117,2919,40.78212290502793
orders,range_history,seasonal7,31,2026-09-04,2026-09-03,2026-09-10,160,116,44,44,126,3180,27.500000000000004
orders,range_history,weekday_shrunk,14,2026-08-18,2026-08-17,2026-08-24,104,107.0,-3.0,3.0,52.64285714285714,450.3392857142857,2.8846153846153846
orders,range_history,weekday_shrunk,15,2026-08-19,2026-08-18,2026-08-25,113,104.25,8.75,8.75,49.75,424.39583333333337,7.7433628318584065
orders,range_history,weekday_shrunk,16,2026-08-20,2026-08-19,2026-08-26,117,101.30208333333334,15.697916666666657,15.697916666666657,45.21875,385.71343315972223,13.417022792022784
orders,range_history,weekday_shrunk,17,2026-08-21,2026-08-20,2026-08-27,121,99.30882352941177,21.691176470588232,21.691176470588232,41.122549019607845,370.7807814302192,17.926592124453084
orders,range_history,weekday_shrunk,18,2026-08-22,2026-08-21,2026-08-28,124,96.58333333333334,27.416666666666657,27.416666666666657,37.75,346.25694444444446,22.110215053763433
orders,range_history,weekday_shrunk,19,2026-08-23,2026-08-22,2026-08-29,108,99.97807017543859,8.021929824561411,8.021929824561411,36.0921052631579,305.94900353955063,7.427712800519826
orders,range_history,weekday_shrunk,20,2026-08-24,2026-08-23,2026-08-30,88,104.825,-16.825000000000003,16.825000000000003,30.59166666666667,173.37659722222224,19.119318181818183
orders,range_history,weekday_shrunk,21,2026-08-25,2026-08-24,2026-08-31,88,106.0,-18.0,18.0,30.380952380952383,173.50793650793653,20.454545454545457
orders,range_history,weekday_shrunk,22,2026-08-26,2026-08-25,2026-09-01,92,106.81060606060606,-14.810606060606062,14.810606060606062,33.53787878787879,204.09819788797063,16.09848484848485
orders,range_history,weekday_shrunk,23,2026-08-27,2026-08-26,2026-09-02,106,105.96014492753623,0.03985507246376585,0.03985507246376585,41.85144927536232,321.53792533081287,0.03759912496581684
orders,range_history,weekday_shrunk,24,2026-08-28,2026-08-27,2026-09-03,116,105.58333333333333,10.416666666666671,10.416666666666671,49.41666666666667,395.7291666666667,8.979885057471268
orders,range_history,weekday_shrunk,25,2026-08-29,2026-08-28,2026-09-04,136,104.41166666666666,31.58833333333334,31.58833333333334,61.56166666666667,638.4851027777778,23.226715686274513
orders,range_history,weekday_shrunk,26,2026-08-30,2026-08-29,2026-09-05,175,102.3301282051282,72.6698717948718,72.6698717948718,86.15705128205128,1629.801169049967,41.52564102564102
orders,range_history,weekday_shrunk,27,2026-08-31,2026-08-30,2026-09-06,201,100.66666666666667,100.33333333333333,100.33333333333333,100.33333333333331,2030.5798611111106,49.917081260364846
orders,range_history,weekday_shrunk,28,2026-09-01,2026-08-31,2026-09-07,199,101.5,97.5,97.5,97.5,2004.34375,48.99497487437186
orders,range_history,weekday_shrunk,29,2026-09-02,2026-09-01,2026-09-08,186,102.94310344827586,83.05689655172414,83.05689655172414,97.51206896551724,1996.9734735434004,44.654245457916204
orders,range_history,weekday_shrunk,30,2026-09-03,2026-09-02,2026-09-09,179,105.36666666666667,73.63333333333333,73.63333333333333,88.36666666666666,1854.719861111111,41.13594040968343
orders,range_history,weekday_shrunk,31,2026-09-04,2026-09-03,2026-09-10,160,107.13870967741936,52.86129032258064,52.86129032258064,91.25483870967743,1909.3267520811658,33.038306451612904
orders,range_history,ewma03,14,2026-08-18,2026-08-17,2026-08-24,104,50.65122789999998,53.34877210000002,53.34877210000002,71.2358897,1525.4416406539628,51.296896250000025
orders,range_history,ewma03,15,2026-08-19,2026-08-18,2026-08-25,113,48.055859529999985,64.94414047000001,64.94414047000001,78.13487721,1631.391625912442,57.47269068141594
orders,range_history,ewma03,16,2026-08-20,2026-08-19,2026-08-26,117,44.13910167099999,72.86089832900001,72.86089832900001,80.08324214100001,1711.8157864726968,62.274272076068385
orders,range_history,ewma03,17,2026-08-21,2026-08-20,2026-08-27,121,43.497371169699996,77.50262883030001,77.50262883030001,83.9304491645,1739.5224965153213,64.05175936388432
orders,range_history,ewma03,18,2026-08-22,2026-08-21,2026-08-28,124,36.74815981879,87.25184018121,87.25184018121,87.25184018121001,1890.9833735724876,70.36438724291129
orders,range_history,ewma03,19,2026-08-23,2026-08-22,2026-08-29,108,80.32371187315299,27.676288126847012,27.676288126847012,49.474815981879004,867.1395606400362,25.626192710043533
orders,range_history,ewma03,20,2026-08-24,2026-08-23,2026-08-30,88,138.1265983112071,-50.12659831120709,50.12659831120709,50.12659831120709,516.6679797504441,56.962043535462605
orders,range_history,ewma03,21,2026-08-25,2026-08-24,2026-08-31,88,136.58861881784495,-48.588618817844946,48.588618817844946,48.58861881784495,494.9791255179766,55.21433956573289
orders,range_history,ewma03,22,2026-08-26,2026-08-25,2026-09-01,92,127.11203317249146,-35.112033172491465,35.112033172491465,40.158861881784496,366.9792676437345,38.16525344836029
orders,range_history,ewma03,23,2026-08-27,2026-08-26,2026-09-02,106,107.87842322074403,-1.8784232207440255,1.8784232207440255,38.58879668275085,243.36121054231862,1.7720973780604012
orders,range_history,ewma03,24,2026-08-28,2026-08-27,2026-09-03,116,96.51489625452082,19.48510374547918,19.48510374547918,42.636473033776795,279.952752567441,16.79750322886136
orders,range_history,ewma03,25,2026-08-29,2026-08-28,2026-09-04,136,80.16042737816456,55.839572621835444,55.839572621835444,58.7425518727396,591.1511243698906,41.058509280761356
orders,range_history,ewma03,26,2026-08-30,2026-08-29,2026-09-05,175,77.11229916471518,97.88770083528482,97.88770083528482,97.88770083528482,2082.8574249740313,55.935829048734185
orders,range_history,ewma03,27,2026-08-31,2026-08-30,2026-09-06,201,93.87860941530064,107.12139058469936,107.12139058469936,107.12139058469936,2620.7131886856737,53.294224171492225
orders,range_history,ewma03,28,2026-09-01,2026-08-31,2026-09-07,199,105.61502659071044,93.38497340928956,93.38497340928956,93.38497340928956,2269.5361798076738,46.927122316225905
orders,range_history,ewma03,29,2026-09-02,2026-09-01,2026-09-08,186,113.83051861349732,72.16948138650268,72.16948138650268,92.69248670464478,2157.776291942394,38.80079644435628
orders,range_history,ewma03,30,2026-09-03,2026-09-02,2026-09-09,179,127.9813630294481,51.018636970551896,51.018636970551896,82.71694813865027,1877.5573311904234,28.502031827123965
orders,range_history,ewma03,31,2026-09-04,2026-09-03,2026-09-10,160,131.58695412061368,28.413045879386317,28.413045879386317,98.79813630294481,2142.1858823063017,17.758153674616448
